TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,TOR,ORB,FTR,2P_O,3P_O,YEAR,OVER_.500
Southeast Missouri St.,29.0,B,B,A,B,A,A,B,B,B,A,2019.0,FALSE
Tennessee Martin,29.0,B,A,A,B,A,A,A,B,A,B,2019.0,FALSE
Tennessee St.,28.0,B,B,A,B,B,A,B,A,A,B,2019.0,FALSE
Tennessee Tech,29.0,B,B,A,B,B,A,B,A,B,B,2019.0,FALSE
Arizona St.,34.0,A,A,B,A,A,A,A,A,A,A,2015.0,TRUE
California,33.0,A,B,B,A,B,B,B,B,B,A,2015.0,TRUE
Colorado,34.0,B,A,B,A,B,A,A,A,B,B,2015.0,FALSE
Oregon St.,30.0,B,B,B,A,B,A,B,A,B,B,2015.0,TRUE
Stanford,37.0,A,A,B,A,B,B,A,A,B,A,2015.0,TRUE
USC,32.0,B,B,B,A,B,A,A,B,B,B,2015.0,FALSE
Washington,31.0,B,A,B,A,B,B,A,B,A,B,2015.0,TRUE
Washington St.,31.0,B,A,A,A,B,B,B,A,B,B,2015.0,FALSE
Arizona St.,32.0,B,A,B,A,B,B,A,A,B,B,2016.0,FALSE
Stanford,29.0,B,A,B,A,B,B,A,A,B,B,2016.0,FALSE
UCLA,32.0,B,A,B,A,A,B,A,B,B,A,2016.0,FALSE
Washington,34.0,A,A,B,A,B,B,A,A,B,B,2016.0,TRUE
Washington St.,30.0,B,B,A,B,A,A,B,B,A,A,2016.0,FALSE
Arizona St.,33.0,B,A,A,A,A,B,B,B,B,A,2017.0,FALSE
California,34.0,A,A,B,A,B,B,A,A,B,B,2017.0,TRUE
Colorado,33.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
Oregon St.,31.0,B,B,A,B,B,A,B,B,B,A,2017.0,FALSE
Stanford,30.0,B,A,B,A,B,B,B,A,B,B,2017.0,FALSE
Utah,30.0,A,A,B,A,A,A,A,B,A,A,2017.0,TRUE
Washington,31.0,B,A,A,A,A,A,A,B,A,A,2017.0,FALSE
Washington St.,30.0,B,A,A,B,A,B,B,B,A,A,2017.0,FALSE
California,31.0,B,B,B,B,B,A,A,A,B,B,2018.0,FALSE
Colorado,32.0,A,A,B,A,A,A,B,B,B,A,2018.0,TRUE
Oregon,36.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
Oregon St.,32.0,B,A,B,A,A,A,A,A,A,B,2018.0,TRUE
Stanford,35.0,A,A,B,A,A,A,A,A,A,A,2018.0,TRUE
USC,36.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
Utah,35.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Washington,34.0,A,A,B,A,A,B,B,A,A,A,2018.0,TRUE
Washington St.,31.0,B,A,A,B,A,A,B,B,A,A,2018.0,FALSE
Arizona,32.0,A,A,B,A,B,B,B,B,B,B,2019.0,TRUE
California,31.0,B,B,A,B,B,B,B,B,B,A,2019.0,FALSE
Colorado,36.0,A,A,B,A,A,A,A,A,A,B,2019.0,TRUE
Oregon St.,31.0,A,A,A,A,A,B,A,A,A,B,2019.0,TRUE
Stanford,31.0,B,B,B,A,A,A,A,A,A,B,2019.0,FALSE
UCLA,33.0,A,A,B,A,A,A,A,A,A,A,2019.0,TRUE
USC,33.0,B,A,B,A,A,B,B,B,A,A,2019.0,FALSE
Utah,31.0,A,A,A,A,A,A,A,B,A,A,2019.0,TRUE
Washington St.,32.0,B,A,A,B,A,A,B,B,A,A,2019.0,FALSE
American,33.0,A,B,A,B,A,A,B,B,A,A,2015.0,TRUE
Army,29.0,B,B,A,B,A,A,B,B,A,B,2015.0,FALSE
Boston University,29.0,B,A,A,B,A,A,B,A,A,A,2015.0,FALSE
Bucknell,33.0,A,B,A,B,B,B,B,A,B,A,2015.0,TRUE
Colgate,32.0,B,A,A,B,A,A,B,B,A,A,2015.0,FALSE
Holy Cross,29.0,B,B,A,B,B,B,B,B,B,B,2015.0,FALSE
Lehigh,29.0,B,B,B,B,B,A,B,A,B,A,2015.0,TRUE
Loyola MD,30.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
Navy,31.0,B,B,A,B,B,A,B,B,B,B,2015.0,FALSE
American,31.0,B,B,A,B,B,A,B,B,B,B,2016.0,FALSE
Army,32.0,A,B,A,B,B,B,A,B,A,B,2016.0,TRUE
Boston University,33.0,A,B,A,B,A,A,B,A,A,A,2016.0,TRUE
Bucknell,30.0,B,A,A,B,A,B,B,A,A,A,2016.0,TRUE
Colgate,29.0,B,B,A,B,A,B,B,B,A,A,2016.0,FALSE
Lafayette,30.0,B,B,A,B,A,B,B,B,B,A,2016.0,FALSE
Lehigh,31.0,B,A,A,B,A,A,B,B,B,A,2016.0,TRUE
Loyola MD,30.0,B,B,A,B,B,A,A,A,B,B,2016.0,FALSE
Navy,32.0,A,B,B,B,B,A,A,A,A,B,2016.0,TRUE
American,30.0,B,B,A,B,A,A,B,B,A,B,2017.0,FALSE
Army,31.0,B,B,A,B,A,A,B,B,A,A,2017.0,FALSE
Boston University,31.0,A,B,B,B,A,A,B,B,A,A,2017.0,TRUE
Colgate,31.0,B,B,A,B,A,A,B,B,A,A,2017.0,FALSE
Holy Cross,32.0,B,B,B,B,A,B,B,B,A,A,2017.0,FALSE
Lafayette,29.0,B,B,A,B,B,A,B,B,A,B,2017.0,FALSE
Lehigh,31.0,A,A,B,A,A,A,B,B,A,A,2017.0,TRUE
Loyola MD,32.0,B,B,A,B,B,A,A,A,B,B,2017.0,TRUE
Navy,31.0,B,B,B,B,B,A,A,B,A,B,2017.0,TRUE
American,30.0,B,B,A,B,A,A,B,B,A,B,2018.0,FALSE
Army,29.0,B,B,A,B,A,A,B,B,B,A,2018.0,FALSE
Boston University,30.0,B,B,A,B,A,A,B,B,A,A,2018.0,TRUE
Colgate,32.0,A,A,A,B,A,B,B,B,A,A,2018.0,TRUE
Holy Cross,31.0,B,B,A,B,A,A,B,B,A,B,2018.0,FALSE
Lafayette,30.0,B,B,A,B,A,A,B,B,A,A,2018.0,FALSE
Lehigh,29.0,B,A,A,B,A,B,B,B,B,A,2018.0,TRUE
Loyola MD,30.0,B,B,A,B,B,A,B,B,B,B,2018.0,FALSE
Navy,31.0,A,B,B,B,B,A,A,A,A,B,2018.0,TRUE
American,30.0,B,B,A,B,A,B,B,B,A,B,2019.0,TRUE
Army,31.0,B,B,B,B,B,B,B,B,A,B,2019.0,FALSE
Boston University,32.0,B,A,A,B,A,A,B,B,A,B,2019.0,FALSE
Bucknell,33.0,A,A,A,A,A,B,B,B,A,A,2019.0,TRUE
Holy Cross,33.0,B,B,A,B,A,B,B,B,A,A,2019.0,FALSE
Lafayette,29.0,B,B,A,B,A,B,B,B,A,A,2019.0,FALSE
Lehigh,31.0,A,A,A,B,A,B,B,B,A,A,2019.0,TRUE
Loyola MD,32.0,B,B,A,B,A,A,B,B,A,B,2019.0,FALSE
Navy,31.0,B,B,A,B,B,A,A,B,B,B,2019.0,FALSE
Appalachian St.,29.0,B,B,A,B,B,A,A,B,B,B,2015.0,FALSE
Arkansas Little Rock,30.0,B,B,A,B,B,B,B,A,B,B,2015.0,FALSE
Arkansas St.,28.0,B,B,A,B,B,A,B,B,B,B,2015.0,FALSE
Georgia Southern,28.0,A,B,B,A,B,B,A,A,B,B,2015.0,TRUE
Louisiana Lafayette,33.0,A,A,B,A,A,A,A,A,A,A,2015.0,TRUE
Louisiana Monroe,34.0,A,B,B,A,B,B,A,B,B,B,2015.0,TRUE
South Alabama,31.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
Texas St.,28.0,B,B,B,B,B,A,B,A,B,B,2015.0,FALSE
Troy,27.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
UT Arlington,30.0,B,B,A,B,B,A,A,A,A,B,2015.0,TRUE
Appalachian St.,31.0,B,B,A,B,B,A,A,A,B,A,2016.0,FALSE
Arkansas St.,29.0,B,B,A,B,B,B,B,A,B,B,2016.0,FALSE
Georgia Southern,29.0,B,A,A,B,B,B,B,A,B,B,2016.0,FALSE
Georgia St.,28.0,B,B,B,A,B,B,B,A,B,A,2016.0,TRUE
Louisiana Lafayette,32.0,A,A,A,A,B,B,A,A,A,B,2016.0,TRUE
Louisiana Monroe,32.0,A,A,B,A,A,B,A,B,A,A,2016.0,TRUE
South Alabama,31.0,B,B,B,B,B,A,A,A,B,B,2016.0,FALSE
Texas St.,29.0,B,B,B,B,B,B,B,A,B,B,2016.0,FALSE
Troy,29.0,B,B,A,B,B,B,B,A,B,B,2016.0,FALSE
UT Arlington,34.0,A,A,B,A,B,B,A,B,A,B,2016.0,TRUE
Appalachian St.,28.0,B,B,A,B,B,A,B,A,B,B,2017.0,FALSE
Arkansas St.,31.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
Coastal Carolina,37.0,A,B,A,B,B,B,A,B,B,B,2017.0,TRUE
Georgia Southern,31.0,A,A,A,B,A,B,B,A,A,A,2017.0,TRUE
Georgia St.,31.0,A,B,B,A,A,A,A,B,A,A,2017.0,TRUE
Little Rock,30.0,B,B,A,B,B,A,B,B,B,B,2017.0,TRUE
Louisiana Lafayette,31.0,A,A,A,A,A,B,A,A,A,B,2017.0,TRUE
Louisiana Monroe,31.0,B,B,A,B,B,A,B,B,B,B,2017.0,FALSE
South Alabama,30.0,B,B,A,B,B,B,B,A,A,B,2017.0,FALSE
Texas St.,34.0,A,B,B,A,A,B,B,A,A,B,2017.0,TRUE
UT Arlington,34.0,A,A,B,A,A,B,A,B,A,B,2017.0,TRUE
Appalachian St.,31.0,B,B,A,B,A,A,B,A,A,B,2018.0,FALSE
Arkansas St.,30.0,B,A,A,B,B,B,A,B,A,B,2018.0,FALSE
Coastal Carolina,29.0,B,B,A,B,B,A,A,A,B,B,2018.0,FALSE
Georgia Southern,31.0,A,A,A,A,B,B,A,A,B,B,2018.0,TRUE
Little Rock,30.0,B,B,A,B,B,A,B,B,B,B,2018.0,FALSE
Louisiana Lafayette,32.0,A,A,B,A,A,B,A,A,A,A,2018.0,TRUE
Louisiana Monroe,29.0,B,B,A,B,A,B,B,B,B,A,2018.0,TRUE
South Alabama,30.0,B,B,B,B,B,A,B,A,B,B,2018.0,FALSE
Texas St.,31.0,B,B,A,B,B,A,A,A,B,B,2018.0,FALSE
Troy,31.0,B,A,A,B,A,B,B,B,A,B,2018.0,TRUE
UT Arlington,33.0,A,A,B,A,A,A,A,B,A,A,2018.0,TRUE
Appalachian St.,29.0,B,A,A,B,A,B,B,A,A,B,2019.0,FALSE
Arkansas St.,30.0,B,B,A,B,B,A,A,A,B,B,2019.0,FALSE
Coastal Carolina,32.0,A,A,A,A,A,A,A,A,A,A,2019.0,TRUE
Georgia Southern,31.0,A,A,B,A,A,B,B,B,A,B,2019.0,TRUE
Little Rock,29.0,B,B,A,B,A,A,B,A,A,A,2019.0,FALSE
Louisiana Lafayette,30.0,A,A,A,A,A,B,B,B,A,B,2019.0,TRUE
Louisiana Monroe,34.0,A,A,A,A,A,B,B,B,A,A,2019.0,TRUE
South Alabama,32.0,A,B,A,B,A,A,B,B,A,A,2019.0,TRUE
Texas St.,32.0,A,B,B,A,A,A,A,B,A,B,2019.0,TRUE
Troy,28.0,B,B,A,B,A,A,B,B,A,B,2019.0,FALSE
UT Arlington,32.0,A,B,B,A,B,A,A,B,B,B,2019.0,TRUE
Chattanooga,30.0,A,B,B,B,A,A,A,A,A,B,2015.0,TRUE
East Tennessee St.,28.0,B,B,A,B,B,B,B,A,B,A,2015.0,TRUE
Furman,31.0,B,B,A,B,B,A,B,A,A,B,2015.0,FALSE
Mercer,33.0,A,B,B,A,B,B,A,A,B,B,2015.0,TRUE
Samford,31.0,B,B,A,B,B,A,A,A,A,B,2015.0,FALSE
The Citadel,27.0,B,B,A,B,A,A,A,A,B,A,2015.0,FALSE
UNC Greensboro,30.0,B,B,A,B,B,A,A,B,B,A,2015.0,FALSE
VMI,28.0,B,B,A,B,B,A,A,B,B,B,2015.0,FALSE
Western Carolina,30.0,B,B,A,B,B,A,A,B,B,A,2015.0,FALSE
East Tennessee St.,34.0,A,A,A,B,A,B,B,B,A,A,2016.0,TRUE
Furman,33.0,A,B,A,B,A,A,A,A,A,B,2016.0,TRUE
Mercer,32.0,B,A,A,B,B,A,A,B,B,A,2016.0,TRUE
Samford,31.0,B,B,A,B,A,A,B,A,A,B,2016.0,FALSE
The Citadel,29.0,B,B,A,B,B,B,B,B,A,B,2016.0,FALSE
UNC Greensboro,31.0,B,B,A,B,A,B,B,B,A,A,2016.0,FALSE
VMI,27.0,B,B,A,B,B,B,B,B,B,B,2016.0,FALSE
Western Carolina,31.0,B,B,A,B,B,A,A,A,B,B,2016.0,FALSE
Wofford,30.0,B,A,A,B,A,B,B,A,B,A,2016.0,FALSE
Chattanooga,29.0,A,A,B,A,A,A,A,A,A,B,2017.0,TRUE
Furman,33.0,A,A,B,A,A,A,B,B,A,A,2017.0,TRUE
Mercer,30.0,B,A,A,A,A,B,A,B,A,B,2017.0,TRUE
Samford,34.0,A,A,A,A,A,A,B,A,A,A,2017.0,TRUE
The Citadel,30.0,B,A,A,B,B,B,B,B,B,B,2017.0,FALSE
UNC Greensboro,32.0,A,A,A,A,A,A,A,B,A,A,2017.0,TRUE
VMI,28.0,B,B,A,B,B,A,B,B,B,B,2017.0,FALSE
Western Carolina,30.0,B,B,A,B,B,A,A,B,B,B,2017.0,FALSE
Wofford,30.0,B,A,A,A,A,B,B,B,A,A,2017.0,TRUE
Chattanooga,31.0,B,B,A,B,A,A,B,B,B,A,2018.0,FALSE
East Tennessee St.,32.0,A,A,B,A,A,A,A,B,A,A,2018.0,TRUE
Furman,31.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Mercer,32.0,A,A,A,A,A,A,A,B,A,A,2018.0,TRUE
Samford,30.0,B,A,A,B,A,A,B,B,A,A,2018.0,FALSE
The Citadel,29.0,B,B,A,B,B,B,B,B,B,B,2018.0,FALSE
VMI,28.0,B,B,A,B,B,A,B,B,B,B,2018.0,FALSE
Western Carolina,30.0,B,B,A,B,B,A,B,B,B,B,2018.0,FALSE
Wofford,31.0,A,A,A,A,A,B,B,B,A,A,2018.0,TRUE
Chattanooga,29.0,B,B,A,B,A,A,B,B,A,A,2019.0,FALSE
East Tennessee St.,32.0,A,A,B,A,A,A,A,B,A,A,2019.0,TRUE
Furman,30.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Mercer,29.0,B,B,A,B,A,A,B,B,A,B,2019.0,FALSE
Samford,32.0,A,A,B,A,A,A,B,B,A,A,2019.0,TRUE
The Citadel,27.0,B,A,A,B,A,B,B,B,A,B,2019.0,FALSE
UNC Greensboro,34.0,A,A,B,A,A,B,A,B,A,B,2019.0,TRUE
VMI,29.0,B,B,A,B,A,B,B,B,B,A,2019.0,FALSE
Western Carolina,31.0,B,B,A,B,A,A,B,B,A,A,2019.0,FALSE
Alabama,33.0,A,A,B,A,A,B,B,A,A,B,2015.0,TRUE
Auburn,34.0,B,A,B,A,B,A,B,A,B,A,2015.0,FALSE
Florida,33.0,B,A,B,A,B,A,A,B,A,B,2015.0,FALSE
Mississippi St.,31.0,B,B,B,A,B,A,A,A,B,B,2015.0,FALSE
Missouri,31.0,B,B,B,B,B,A,B,B,B,B,2015.0,FALSE
South Carolina,32.0,B,A,B,A,B,A,A,A,B,B,2015.0,TRUE
Tennessee,32.0,B,A,B,A,B,A,A,B,B,B,2015.0,TRUE
Texas A&M,33.0,A,A,B,A,A,A,A,A,A,A,2015.0,TRUE
Vanderbilt,34.0,A,A,B,A,A,A,A,A,A,A,2015.0,TRUE
Alabama,33.0,A,A,B,A,B,A,B,A,B,B,2016.0,TRUE
Arkansas,32.0,B,A,B,A,B,B,A,A,B,A,2016.0,TRUE
Auburn,31.0,B,B,B,B,B,A,B,A,B,B,2016.0,FALSE
Florida,36.0,A,A,B,A,B,B,A,A,A,B,2016.0,TRUE
Georgia,34.0,A,A,B,A,B,A,A,A,B,A,2016.0,TRUE
LSU,33.0,A,A,B,A,A,B,B,A,A,B,2016.0,TRUE
Mississippi,32.0,A,A,B,A,B,B,A,A,B,B,2016.0,TRUE
Mississippi St.,31.0,B,A,B,A,A,B,B,B,A,B,2016.0,FALSE
Missouri,31.0,B,B,B,A,B,B,B,A,B,B,2016.0,FALSE
South Carolina,33.0,A,A,B,A,B,A,A,A,B,A,2016.0,TRUE
Tennessee,34.0,B,A,B,A,B,B,A,B,B,B,2016.0,FALSE
Alabama,34.0,A,A,B,A,B,A,A,A,B,B,2017.0,TRUE
Auburn,32.0,A,A,B,A,A,B,A,A,B,A,2017.0,TRUE
Georgia,33.0,A,A,B,A,B,B,B,A,B,B,2017.0,TRUE
LSU,31.0,B,A,A,B,A,A,A,B,A,B,2017.0,FALSE
Mississippi,36.0,A,A,B,A,B,A,A,A,B,A,2017.0,TRUE
Mississippi St.,32.0,B,A,B,A,A,A,B,B,A,A,2017.0,TRUE
Missouri,32.0,B,B,B,A,B,B,B,A,B,B,2017.0,FALSE
Tennessee,31.0,B,A,B,A,B,B,A,A,B,B,2017.0,TRUE
Texas A&M,31.0,B,A,B,A,A,A,A,B,A,B,2017.0,TRUE
Georgia,33.0,A,A,B,A,B,A,A,A,B,B,2018.0,TRUE
LSU,33.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Mississippi,32.0,B,A,A,A,B,B,A,B,B,B,2018.0,FALSE
Mississippi St.,36.0,A,A,B,A,A,A,A,B,A,B,2018.0,TRUE
South Carolina,32.0,A,A,B,A,B,A,A,A,B,B,2018.0,TRUE
Vanderbilt,32.0,B,A,A,A,A,B,B,A,A,A,2018.0,FALSE
Alabama,34.0,A,A,B,A,A,A,A,A,A,B,2019.0,TRUE
Arkansas,34.0,A,A,B,A,A,B,B,A,A,A,2019.0,TRUE
Georgia,32.0,B,A,B,A,A,A,A,A,A,B,2019.0,FALSE
Missouri,32.0,B,A,B,A,A,A,A,B,B,A,2019.0,FALSE
South Carolina,31.0,B,A,B,A,B,A,A,A,B,A,2019.0,TRUE
Texas A&M,32.0,B,A,B,A,B,A,A,B,A,B,2019.0,FALSE
Vanderbilt,32.0,B,B,B,A,B,A,B,A,A,B,2019.0,FALSE
Abilene Christian,28.0,B,B,A,B,B,A,B,B,B,A,2015.0,FALSE
Central Arkansas,29.0,B,B,A,B,B,A,B,A,B,A,2015.0,FALSE
Houston Baptist,24.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
Incarnate Word,25.0,B,A,A,B,A,B,B,A,A,A,2015.0,TRUE
Lamar,26.0,B,B,A,B,B,A,A,A,A,B,2015.0,FALSE
McNeese St.,27.0,B,B,A,B,B,B,A,B,B,B,2015.0,FALSE
New Orleans,26.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
Nicholls St.,26.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
Northwestern St.,28.0,B,A,A,B,A,B,B,B,A,A,2015.0,TRUE
Sam Houston St.,31.0,A,B,B,A,B,A,A,A,B,B,2015.0,TRUE
Southeastern Louisiana,31.0,B,B,A,B,A,A,B,B,A,B,2015.0,FALSE
Texas A&M Corpus Chris,32.0,A,B,B,B,B,A,A,A,B,B,2015.0,TRUE
Abilene Christian,27.0,B,B,A,B,A,A,B,A,B,A,2016.0,FALSE
Central Arkansas,28.0,B,B,A,B,A,A,A,A,B,A,2016.0,FALSE
Houston Baptist,30.0,B,B,A,B,A,A,B,A,A,A,2016.0,FALSE
Incarnate Word,25.0,B,B,A,B,A,B,B,B,B,A,2016.0,TRUE
Lamar,26.0,B,B,A,B,B,A,A,A,B,B,2016.0,FALSE
McNeese St.,26.0,B,B,A,B,B,B,B,A,B,B,2016.0,FALSE
New Orleans,27.0,B,B,A,B,B,A,A,A,B,B,2016.0,FALSE
Nicholls St.,31.0,B,B,A,B,B,A,B,A,B,B,2016.0,FALSE
Northwestern St.,24.0,B,B,A,B,A,A,B,B,A,B,2016.0,FALSE
Sam Houston St.,30.0,B,B,A,B,B,B,B,A,B,B,2016.0,TRUE
Southeastern Louisiana,31.0,B,B,A,B,A,A,B,A,A,A,2016.0,FALSE
Texas A&M Corpus Chris,31.0,A,B,A,B,B,B,A,A,B,B,2016.0,TRUE
Abilene Christian,25.0,B,B,A,B,A,A,B,B,A,A,2017.0,TRUE
Central Arkansas,32.0,B,B,A,B,B,A,B,B,B,A,2017.0,FALSE
Houston Baptist,27.0,A,A,A,B,B,A,A,A,B,B,2017.0,TRUE
Incarnate Word,25.0,B,B,A,B,A,B,B,A,B,A,2017.0,FALSE
Lamar,30.0,A,B,A,B,A,A,A,A,A,A,2017.0,TRUE
McNeese St.,26.0,B,B,A,B,B,A,B,B,B,B,2017.0,FALSE
Nicholls St.,27.0,B,B,A,B,B,A,B,B,A,B,2017.0,TRUE
Northwestern St.,25.0,B,B,A,B,A,A,B,A,B,A,2017.0,TRUE
Sam Houston St.,30.0,A,B,B,B,B,A,A,A,B,B,2017.0,TRUE
Southeastern Louisiana,30.0,B,B,B,B,A,A,A,A,B,A,2017.0,TRUE
Stephen F. Austin,30.0,A,B,B,B,B,A,A,A,A,B,2017.0,TRUE
Texas A&M Corpus Chris,33.0,A,B,B,A,A,A,B,A,A,B,2017.0,TRUE
Abilene Christian,28.0,B,B,A,B,A,A,B,B,A,B,2018.0,TRUE
Central Arkansas,34.0,A,A,A,B,A,B,B,A,A,A,2018.0,TRUE
Houston Baptist,28.0,B,B,A,B,B,A,A,B,B,B,2018.0,FALSE
Incarnate Word,24.0,B,B,A,B,B,A,B,A,B,A,2018.0,FALSE
Lamar,29.0,A,B,A,B,B,B,A,A,B,B,2018.0,TRUE
McNeese St.,25.0,B,B,A,B,B,A,B,B,B,A,2018.0,FALSE
New Orleans,30.0,B,B,A,B,B,A,A,A,B,A,2018.0,TRUE
Nicholls St.,28.0,A,B,A,B,A,A,A,A,A,A,2018.0,TRUE
Northwestern St.,25.0,B,B,A,B,B,A,A,B,B,B,2018.0,FALSE
Sam Houston St.,32.0,A,B,A,B,B,A,A,B,B,B,2018.0,TRUE
Southeastern Louisiana,31.0,A,B,A,B,A,A,B,B,A,B,2018.0,TRUE
Texas A&M Corpus Chris,26.0,B,B,A,B,B,A,B,A,B,B,2018.0,FALSE
Central Arkansas,30.0,B,B,A,B,B,A,B,B,B,A,2019.0,FALSE
Houston Baptist,28.0,B,B,A,B,B,A,A,A,A,B,2019.0,FALSE
Incarnate Word,27.0,B,B,A,B,A,A,B,B,A,A,2019.0,FALSE
Lamar,29.0,A,B,A,B,B,A,A,A,B,B,2019.0,TRUE
McNeese St.,27.0,B,B,A,B,B,A,B,A,A,B,2019.0,FALSE
New Orleans,29.0,A,B,A,B,B,A,A,A,B,B,2019.0,TRUE
Nicholls St.,27.0,B,B,A,B,A,B,B,B,B,A,2019.0,TRUE
Northwestern St.,28.0,B,B,A,B,B,A,B,B,B,B,2019.0,FALSE
Sam Houston St.,30.0,A,A,A,B,A,B,B,B,B,A,2019.0,TRUE
Southeastern Louisiana,31.0,A,B,A,B,A,A,A,A,A,B,2019.0,TRUE
Stephen F. Austin,26.0,B,B,A,B,B,A,B,A,B,B,2019.0,TRUE
Texas A&M Corpus Chris,28.0,B,B,A,B,B,A,A,B,B,B,2019.0,TRUE
Denver,30.0,B,A,A,B,A,A,B,B,A,A,2015.0,FALSE
IPFW,28.0,B,A,A,B,A,B,B,A,A,A,2015.0,FALSE
IUPUI,31.0,B,B,B,B,B,A,A,B,B,B,2015.0,FALSE
Nebraska Omaha,28.0,B,B,A,B,B,B,A,A,A,B,2015.0,FALSE
Oral Roberts,32.0,A,A,A,B,B,B,B,A,B,A,2015.0,TRUE
South Dakota,31.0,B,B,A,B,B,B,A,B,B,A,2015.0,FALSE
South Dakota St.,33.0,A,A,B,A,A,B,B,A,B,A,2015.0,TRUE
Western Illinois,26.0,B,B,A,B,B,B,B,B,B,A,2015.0,FALSE
Denver,31.0,B,B,A,B,A,A,B,A,A,A,2016.0,TRUE
IPFW,32.0,A,A,A,A,A,B,B,B,A,A,2016.0,TRUE
IUPUI,31.0,B,B,B,B,B,A,B,B,B,B,2016.0,FALSE
Nebraska Omaha,30.0,B,A,A,A,A,B,B,A,A,B,2016.0,TRUE
North Dakota St.,31.0,A,B,B,A,A,B,B,B,A,B,2016.0,TRUE
Oral Roberts,29.0,B,A,A,B,A,B,B,A,B,A,2016.0,FALSE
South Dakota,30.0,B,A,A,B,A,B,B,B,A,A,2016.0,FALSE
Western Illinois,24.0,B,B,A,B,B,B,B,B,B,A,2016.0,FALSE
Denver,30.0,B,A,A,B,A,A,B,B,A,A,2017.0,TRUE
Fort Wayne,30.0,A,A,A,A,A,B,B,B,A,A,2017.0,TRUE
IUPUI,30.0,B,A,A,B,A,B,B,B,B,A,2017.0,FALSE
Nebraska Omaha,31.0,A,A,A,B,A,B,B,A,A,A,2017.0,TRUE
North Dakota St.,28.0,A,B,A,B,A,B,B,A,A,A,2017.0,TRUE
Oral Roberts,28.0,B,B,A,B,B,B,B,B,B,A,2017.0,FALSE
South Dakota,32.0,A,B,B,A,B,B,B,A,B,B,2017.0,TRUE
Western Illinois,26.0,B,B,A,B,A,B,B,B,B,A,2017.0,FALSE
Denver,28.0,B,B,A,B,A,A,A,B,A,A,2018.0,TRUE
Fort Wayne,29.0,A,A,A,B,A,B,B,B,A,A,2018.0,TRUE
Nebraska Omaha,29.0,B,B,A,B,A,B,B,B,A,A,2018.0,FALSE
North Dakota St.,29.0,B,B,A,B,A,B,B,B,A,A,2018.0,TRUE
Oral Roberts,28.0,B,A,A,B,B,A,A,B,B,B,2018.0,FALSE
South Dakota,31.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Western Illinois,24.0,B,B,A,B,A,B,B,B,B,A,2018.0,TRUE
Denver,29.0,B,B,A,B,A,A,B,B,B,A,2019.0,FALSE
Fort Wayne,30.0,A,A,A,B,A,B,B,B,A,A,2019.0,TRUE
Nebraska Omaha,31.0,A,A,A,B,A,B,B,B,A,A,2019.0,TRUE
Oral Roberts,30.0,B,A,A,B,A,A,B,B,A,A,2019.0,FALSE
South Dakota,28.0,B,B,A,B,A,B,B,B,A,B,2019.0,FALSE
South Dakota St.,32.0,A,A,A,A,A,B,B,B,A,A,2019.0,TRUE
Western Illinois,29.0,B,B,A,B,B,B,B,B,B,A,2019.0,FALSE
Alabama A&M,28.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
Alabama St.,27.0,A,B,A,B,B,A,A,B,B,A,2015.0,TRUE
Alcorn St.,30.0,B,B,A,B,B,B,A,A,B,B,2015.0,FALSE
Arkansas Pine Bluff,32.0,B,B,A,B,B,A,A,B,B,B,2015.0,FALSE
Grambling St.,27.0,B,B,A,B,B,A,B,A,B,B,2015.0,FALSE
Jackson St.,32.0,B,B,B,B,B,A,A,B,B,B,2015.0,FALSE
Mississippi Valley St.,32.0,B,B,A,B,B,A,A,B,B,B,2015.0,FALSE
Prairie View A&M,32.0,B,B,A,B,B,A,A,B,B,B,2015.0,FALSE
Southern,32.0,B,B,B,B,B,A,A,A,B,B,2015.0,FALSE
Alabama A&M,28.0,B,B,A,B,B,B,A,A,A,B,2016.0,FALSE
Alabama St.,29.0,B,B,A,B,B,B,A,B,B,B,2016.0,FALSE
Alcorn St.,28.0,B,B,A,B,B,A,A,A,B,B,2016.0,FALSE
Arkansas Pine Bluff,33.0,B,B,A,B,B,A,B,B,B,B,2016.0,FALSE
Grambling St.,28.0,B,B,A,B,B,A,B,A,B,B,2016.0,FALSE
Jackson St.,34.0,A,B,B,B,B,B,A,B,B,B,2016.0,TRUE
Mississippi Valley St.,35.0,B,B,A,B,B,B,B,B,B,B,2016.0,FALSE
